,num_sims,round,experiment,horizon,base_name,fluoride_name,substrate_name,yield
310,2.0,10.0,0.0,10.0,DBU,PBSF,s12,0.65
311,2.0,11.0,0.0,11.0,DBU,PBSF,s16,0.23
312,2.0,12.0,0.0,12.0,BTPP,PBSF,s11,0.58
313,2.0,13.0,0.0,13.0,MTBD,3-CF3,s11,0.47
314,2.0,14.0,0.0,14.0,BTPP,3-Cl,s11,0.3
315,2.0,15.0,0.0,15.0,MTBD,PyFluor,s7,0.74
316,2.0,16.0,0.0,16.0,BTPP,PyFluor,s34,0.2
317,2.0,17.0,0.0,17.0,BTPP,3-CF3,s21,0.52
318,2.0,18.0,0.0,18.0,MTBD,3-CF3,s33,0.79
319,2.0,19.0,0.0,19.0,DBU,PBSF,s37,0.57
320,2.0,20.0,0.0,20.0,DBU,3-NO2,s15,0.07
321,2.0,21.0,0.0,21.0,DBU,PyFluor,s29,0.63
322,2.0,22.0,0.0,22.0,BTMG,3-CF3,s36,0.46
323,2.0,23.0,0.0,23.0,BTMG,3-CF3,s11,0.39
324,2.0,24.0,0.0,24.0,DBU,3-Cl,s32,0.1
325,2.0,25.0,0.0,25.0,BTMG,PyFluor,s18,0.74
326,2.0,26.0,0.0,26.0,MTBD,3-CF3,s36,0.6
327,2.0,27.0,0.0,27.0,BTMG,3-NO2,s4,1.0
328,2.0,28.0,0.0,28.0,BTMG,3-CF3,s32,0.41
329,2.0,29.0,0.0,29.0,BTPP,3-CF3,s6,0.45
330,2.0,30.0,0.0,30.0,DBU,3-CF3,s19,0.36
331,2.0,31.0,0.0,31.0,BTMG,3-Cl,s29,0.79
332,2.0,32.0,0.0,32.0,MTBD,3-CF3,s24,0.32
333,2.0,33.0,0.0,33.0,BTMG,3-NO2,s36,0.59
334,2.0,34.0,0.0,34.0,BTPP,PBSF,s26,0.83
335,2.0,35.0,0.0,35.0,DBU,PBSF,s36,0.82
336,2.0,36.0,0.0,36.0,MTBD,3-CF3,s25,0.01
337,2.0,37.0,0.0,37.0,MTBD,PyFluor,s1,0.78
338,2.0,38.0,0.0,38.0,MTBD,3-NO2,s9,0.12
339,2.0,39.0,0.0,39.0,MTBD,3-NO2,s29,0.37
340,2.0,40.0,0.0,40.0,MTBD,3-CF3,s35,0.53
341,2.0,41.0,0.0,41.0,BTPP,PyFluor,s10,0.49
342,2.0,42.0,0.0,42.0,BTPP,3-Cl,s32,0.14
343,2.0,43.0,0.0,43.0,DBU,PyFluor,s37,0.56
344,2.0,44.0,0.0,44.0,MTBD,PyFluor,s22,0.59
345,2.0,45.0,0.0,45.0,BTPP,3-Cl,s8,0.27
346,2.0,46.0,0.0,46.0,BTMG,PyFluor,s31,0.05
347,2.0,47.0,0.0,47.0,MTBD,PBSF,s32,0.32
348,2.0,48.0,0.0,48.0,BTPP,3-CF3,s3,0.01
349,2.0,49.0,0.0,49.0,BTPP,3-NO2,s25,0.0
350,2.0,50.0,0.0,50.0,DBU,3-NO2,s12,0.0
351,2.0,51.0,0.0,51.0,MTBD,3-NO2,s18,0.42
352,2.0,52.0,0.0,52.0,MTBD,3-CF3,s3,0.04
353,2.0,53.0,0.0,53.0,BTMG,PyFluor,s37,0.59
354,2.0,54.0,0.0,54.0,MTBD,PBSF,s18,0.44
355,2.0,55.0,0.0,55.0,DBU,PyFluor,s5,0.68
356,2.0,56.0,0.0,56.0,BTMG,PyFluor,s15,0.04
357,2.0,57.0,0.0,57.0,BTMG,3-Cl,s8,0.26
358,2.0,58.0,0.0,58.0,BTPP,3-CF3,s13,0.23
359,2.0,59.0,0.0,59.0,DBU,PBSF,s18,0.29
360,2.0,60.0,0.0,60.0,BTPP,3-Cl,s5,0.48
361,2.0,61.0,0.0,61.0,MTBD,3-Cl,s16,0.18
362,2.0,62.0,0.0,62.0,BTMG,PBSF,s33,0.74
363,2.0,63.0,0.0,63.0,DBU,PyFluor,s36,0.34
364,2.0,64.0,0.0,64.0,DBU,3-CF3,s25,0.01
365,2.0,65.0,0.0,65.0,BTPP,3-NO2,s15,0.05
366,2.0,66.0,0.0,66.0,DBU,3-Cl,s15,0.04
367,2.0,67.0,0.0,67.0,MTBD,PyFluor,s24,0.13
368,2.0,68.0,0.0,68.0,BTPP,3-NO2,s14,0.11
369,2.0,69.0,0.0,69.0,BTPP,3-CF3,s30,0.54
370,2.0,70.0,0.0,70.0,BTPP,PBSF,s22,0.82
371,2.0,71.0,0.0,71.0,MTBD,3-CF3,s37,0.81
372,2.0,72.0,0.0,72.0,DBU,3-CF3,s11,0.41
373,2.0,73.0,0.0,73.0,MTBD,3-CF3,s19,0.38
374,2.0,74.0,0.0,74.0,DBU,PyFluor,s2,0.57
375,2.0,75.0,0.0,75.0,BTPP,3-CF3,s14,0.09
376,2.0,76.0,0.0,76.0,BTPP,PBSF,s16,0.5
377,2.0,77.0,0.0,77.0,MTBD,3-NO2,s25,0.02
378,2.0,78.0,0.0,78.0,BTPP,3-NO2,s24,0.3
379,2.0,79.0,0.0,79.0,BTPP,3-CF3,s32,0.36
380,2.0,80.0,0.0,80.0,BTPP,3-NO2,s28,0.02
381,2.0,81.0,0.0,81.0,BTMG,PBSF,s19,0.39
382,2.0,82.0,0.0,82.0,BTPP,3-Cl,s22,0.18
383,2.0,83.0,0.0,83.0,BTMG,3-NO2,s11,0.4
384,2.0,84.0,0.0,84.0,MTBD,3-NO2,s22,0.63
385,2.0,85.0,0.0,85.0,DBU,3-CF3,s10,0.47
386,2.0,86.0,0.0,86.0,BTPP,3-Cl,s6,0.32
387,2.0,87.0,0.0,87.0,DBU,3-CF3,s14,0.05
388,2.0,88.0,0.0,88.0,BTMG,PBSF,s18,0.66
389,2.0,89.0,0.0,89.0,DBU,PyFluor,s23,0.06
390,2.0,90.0,0.0,90.0,MTBD,PBSF,s11,0.74
