,num_sims,round,experiment,horizon,base_name,fluoride_name,substrate_name,yield
104,1.0,4.0,0.0,4.0,DBU,PBSF,s34,0.6
105,1.0,5.0,0.0,5.0,MTBD,3-Cl,s2,0.54
106,1.0,6.0,0.0,6.0,MTBD,PyFluor,s36,0.44
107,1.0,7.0,0.0,7.0,MTBD,3-CF3,s2,0.69
108,1.0,8.0,0.0,8.0,MTBD,3-NO2,s29,0.37
109,1.0,9.0,0.0,9.0,MTBD,PBSF,s36,0.9
110,1.0,10.0,0.0,10.0,BTMG,3-Cl,s35,0.86
111,1.0,11.0,0.0,11.0,BTMG,PyFluor,s35,0.8
112,1.0,12.0,0.0,12.0,BTMG,3-CF3,s19,0.44
113,1.0,13.0,0.0,13.0,BTMG,3-NO2,s21,0.52
114,1.0,14.0,0.0,14.0,BTMG,PBSF,s13,0.97
115,1.0,15.0,0.0,15.0,BTPP,3-Cl,s29,0.75
116,1.0,16.0,0.0,16.0,BTPP,PyFluor,s7,0.75
117,1.0,17.0,0.0,17.0,BTPP,3-CF3,s17,0.99
118,1.0,18.0,0.0,18.0,BTPP,3-NO2,s32,0.44
119,1.0,19.0,0.0,19.0,BTPP,PBSF,s32,0.45
120,1.0,20.0,0.0,20.0,BTPP,3-CF3,s15,0.06
121,1.0,21.0,0.0,21.0,BTMG,PBSF,s32,0.38
122,1.0,22.0,0.0,22.0,MTBD,PBSF,s37,0.84
123,1.0,23.0,0.0,23.0,BTMG,3-Cl,s8,0.26
124,1.0,24.0,0.0,24.0,BTMG,PyFluor,s20,0.37
125,1.0,25.0,0.0,25.0,BTPP,3-Cl,s27,0.23
126,1.0,26.0,0.0,26.0,BTPP,PyFluor,s29,0.65
127,1.0,27.0,0.0,27.0,MTBD,PBSF,s10,0.88
128,1.0,28.0,0.0,28.0,MTBD,3-CF3,s24,0.32
129,1.0,29.0,0.0,29.0,MTBD,PBSF,s30,0.31
130,1.0,30.0,0.0,30.0,DBU,PBSF,s13,0.91
131,1.0,31.0,0.0,31.0,DBU,PBSF,s23,0.15
132,1.0,32.0,0.0,32.0,BTPP,PyFluor,s10,0.49
133,1.0,33.0,0.0,33.0,MTBD,3-Cl,s22,0.48
134,1.0,34.0,0.0,34.0,BTMG,PBSF,s37,0.84
135,1.0,35.0,0.0,35.0,DBU,3-CF3,s25,0.01
136,1.0,36.0,0.0,36.0,BTMG,3-NO2,s20,0.59
137,1.0,37.0,0.0,37.0,BTMG,PBSF,s27,0.87
138,1.0,38.0,0.0,38.0,BTMG,PBSF,s1,0.84
139,1.0,39.0,0.0,39.0,BTMG,PBSF,s25,0.07
140,1.0,40.0,0.0,40.0,MTBD,PBSF,s4,0.82
141,1.0,41.0,0.0,41.0,MTBD,PBSF,s15,0.11
142,1.0,42.0,0.0,42.0,DBU,PyFluor,s2,0.57
143,1.0,43.0,0.0,43.0,BTPP,PBSF,s37,0.82
144,1.0,44.0,0.0,44.0,BTPP,PBSF,s21,0.09
145,1.0,45.0,0.0,45.0,MTBD,PyFluor,s32,0.43
146,1.0,46.0,0.0,46.0,BTMG,3-CF3,s34,0.27
147,1.0,47.0,0.0,47.0,BTPP,3-NO2,s1,0.83
148,1.0,48.0,0.0,48.0,BTPP,3-NO2,s28,0.02
149,1.0,49.0,0.0,49.0,BTMG,PyFluor,s28,0.0
150,1.0,50.0,0.0,50.0,BTPP,PyFluor,s36,0.32
151,1.0,51.0,0.0,51.0,BTMG,3-Cl,s25,0.0
152,1.0,52.0,0.0,52.0,BTMG,3-NO2,s37,0.86
153,1.0,53.0,0.0,53.0,BTMG,3-NO2,s4,1.0
154,1.0,54.0,0.0,54.0,BTMG,3-NO2,s3,0.01
155,1.0,55.0,0.0,55.0,DBU,3-Cl,s14,0.01
156,1.0,56.0,0.0,56.0,BTPP,3-CF3,s37,0.78
157,1.0,57.0,0.0,57.0,BTPP,3-CF3,s18,0.97
158,1.0,58.0,0.0,58.0,BTPP,3-CF3,s23,0.52
159,1.0,59.0,0.0,59.0,BTPP,3-CF3,s16,0.32
160,1.0,60.0,0.0,60.0,DBU,3-NO2,s3,0.04
161,1.0,61.0,0.0,61.0,MTBD,3-NO2,s34,0.38
162,1.0,62.0,0.0,62.0,BTMG,PBSF,s19,0.39
163,1.0,63.0,0.0,63.0,DBU,PyFluor,s1,0.48
164,1.0,64.0,0.0,64.0,MTBD,3-Cl,s7,0.72
165,1.0,65.0,0.0,65.0,MTBD,3-Cl,s26,0.75
166,1.0,66.0,0.0,66.0,MTBD,3-Cl,s30,0.43
167,1.0,67.0,0.0,67.0,MTBD,3-CF3,s18,0.38
168,1.0,68.0,0.0,68.0,MTBD,PBSF,s1,0.8
169,1.0,69.0,0.0,69.0,MTBD,PBSF,s8,0.23
170,1.0,70.0,0.0,70.0,BTPP,3-Cl,s1,0.87
171,1.0,71.0,0.0,71.0,BTPP,3-Cl,s35,0.94
172,1.0,72.0,0.0,72.0,BTPP,3-Cl,s9,0.03
173,1.0,73.0,0.0,73.0,DBU,PBSF,s20,0.47
174,1.0,74.0,0.0,74.0,BTMG,3-NO2,s23,0.28
175,1.0,75.0,0.0,75.0,BTMG,PBSF,s35,0.81
176,1.0,76.0,0.0,76.0,BTMG,PBSF,s4,0.91
177,1.0,77.0,0.0,77.0,BTMG,PBSF,s5,0.76
178,1.0,78.0,0.0,78.0,BTMG,PBSF,s12,0.7
179,1.0,79.0,0.0,79.0,BTMG,PBSF,s17,0.48
180,1.0,80.0,0.0,80.0,BTMG,PBSF,s7,0.56
181,1.0,81.0,0.0,81.0,BTPP,3-CF3,s19,0.44
182,1.0,82.0,0.0,82.0,MTBD,3-Cl,s33,0.86
183,1.0,83.0,0.0,83.0,MTBD,3-Cl,s29,0.63
184,1.0,84.0,0.0,84.0,MTBD,3-Cl,s32,0.23
185,1.0,85.0,0.0,85.0,BTPP,PyFluor,s2,0.53
186,1.0,86.0,0.0,86.0,BTMG,PBSF,s8,0.3
187,1.0,87.0,0.0,87.0,DBU,PyFluor,s28,0.0
188,1.0,88.0,0.0,88.0,MTBD,PyFluor,s20,0.41
189,1.0,89.0,0.0,89.0,MTBD,PBSF,s14,0.48
190,1.0,90.0,0.0,90.0,BTPP,3-Cl,s32,0.14
191,1.0,91.0,0.0,91.0,DBU,PBSF,s25,0.06
192,1.0,92.0,0.0,92.0,BTPP,3-CF3,s22,0.55
193,1.0,93.0,0.0,93.0,BTPP,PyFluor,s23,0.36
194,1.0,94.0,0.0,94.0,BTMG,PBSF,s28,0.09
195,1.0,95.0,0.0,95.0,MTBD,PBSF,s23,0.25
196,1.0,96.0,0.0,96.0,MTBD,3-Cl,s13,0.02
197,1.0,97.0,0.0,97.0,BTPP,3-CF3,s26,0.82
198,1.0,98.0,0.0,98.0,BTPP,3-CF3,s31,0.09
199,1.0,99.0,0.0,99.0,MTBD,3-CF3,s7,0.8
200,2.0,0.0,0.0,0.0,DBU,3-Cl,s27,0.25
201,2.0,1.0,0.0,1.0,DBU,PyFluor,s24,0.12
202,2.0,2.0,0.0,2.0,DBU,3-CF3,s20,0.43
203,2.0,3.0,0.0,3.0,DBU,3-NO2,s23,0.11
204,2.0,4.0,0.0,4.0,DBU,PBSF,s13,0.91
205,2.0,5.0,0.0,5.0,MTBD,3-Cl,s24,0.3
206,2.0,6.0,0.0,6.0,MTBD,PyFluor,s1,0.78
207,2.0,7.0,0.0,7.0,MTBD,3-CF3,s11,0.47
208,2.0,8.0,0.0,8.0,MTBD,3-NO2,s10,0.65
209,2.0,9.0,0.0,9.0,MTBD,PBSF,s34,0.62
210,2.0,10.0,0.0,10.0,BTMG,3-Cl,s11,0.29
211,2.0,11.0,0.0,11.0,BTMG,PyFluor,s29,0.8
212,2.0,12.0,0.0,12.0,BTMG,3-CF3,s6,0.34
213,2.0,13.0,0.0,13.0,BTMG,3-NO2,s35,0.88
214,2.0,14.0,0.0,14.0,BTMG,PBSF,s16,0.52
215,2.0,15.0,0.0,15.0,BTPP,3-Cl,s25,0.0
216,2.0,16.0,0.0,16.0,BTPP,PyFluor,s10,0.49
217,2.0,17.0,0.0,17.0,BTPP,3-CF3,s26,0.82
218,2.0,18.0,0.0,18.0,BTPP,3-NO2,s35,0.95
219,2.0,19.0,0.0,19.0,BTPP,PBSF,s29,0.79
220,2.0,20.0,0.0,20.0,BTPP,3-NO2,s21,0.42
221,2.0,21.0,0.0,21.0,DBU,PBSF,s11,0.59
222,2.0,22.0,0.0,22.0,BTMG,3-NO2,s13,0.12
223,2.0,23.0,0.0,23.0,BTPP,3-CF3,s16,0.32
224,2.0,24.0,0.0,24.0,BTMG,PyFluor,s20,0.37
225,2.0,25.0,0.0,25.0,BTPP,PBSF,s2,0.65
226,2.0,26.0,0.0,26.0,MTBD,PyFluor,s5,0.68
227,2.0,27.0,0.0,27.0,MTBD,3-NO2,s11,0.48
228,2.0,28.0,0.0,28.0,MTBD,PBSF,s3,0.18
229,2.0,29.0,0.0,29.0,DBU,PBSF,s2,0.39
230,2.0,30.0,0.0,30.0,MTBD,PyFluor,s18,0.41
231,2.0,31.0,0.0,31.0,BTPP,PBSF,s28,0.07
232,2.0,32.0,0.0,32.0,BTPP,3-NO2,s15,0.05
233,2.0,33.0,0.0,33.0,BTMG,PBSF,s13,0.97
234,2.0,34.0,0.0,34.0,BTMG,PBSF,s31,0.09
235,2.0,35.0,0.0,35.0,BTPP,PyFluor,s17,0.77
236,2.0,36.0,0.0,36.0,BTPP,PyFluor,s19,0.05
237,2.0,37.0,0.0,37.0,MTBD,3-CF3,s30,0.42
238,2.0,38.0,0.0,38.0,BTMG,PyFluor,s37,0.59
239,2.0,39.0,0.0,39.0,DBU,3-CF3,s34,0.38
240,2.0,40.0,0.0,40.0,BTPP,3-CF3,s37,0.78
241,2.0,41.0,0.0,41.0,BTPP,3-CF3,s3,0.01
242,2.0,42.0,0.0,42.0,DBU,PBSF,s14,0.4
243,2.0,43.0,0.0,43.0,MTBD,3-NO2,s29,0.37
244,2.0,44.0,0.0,44.0,MTBD,PyFluor,s6,0.26
245,2.0,45.0,0.0,45.0,BTMG,PyFluor,s19,0.07
246,2.0,46.0,0.0,46.0,BTMG,3-NO2,s12,0.0
247,2.0,47.0,0.0,47.0,BTMG,3-CF3,s19,0.44
248,2.0,48.0,0.0,48.0,DBU,PBSF,s27,0.71
249,2.0,49.0,0.0,49.0,DBU,PBSF,s31,0.03
250,2.0,50.0,0.0,50.0,BTMG,PBSF,s14,0.5
251,2.0,51.0,0.0,51.0,MTBD,3-Cl,s21,0.38
252,2.0,52.0,0.0,52.0,MTBD,3-CF3,s13,0.07
253,2.0,53.0,0.0,53.0,BTPP,PBSF,s24,0.16
254,2.0,54.0,0.0,54.0,BTMG,3-Cl,s28,0.0
255,2.0,55.0,0.0,55.0,MTBD,3-NO2,s24,0.27
256,2.0,56.0,0.0,56.0,MTBD,PyFluor,s2,0.59
257,2.0,57.0,0.0,57.0,BTMG,PBSF,s27,0.87
258,2.0,58.0,0.0,58.0,BTMG,PBSF,s32,0.38
259,2.0,59.0,0.0,59.0,MTBD,PyFluor,s26,0.79
260,2.0,60.0,0.0,60.0,MTBD,PyFluor,s13,0.03
261,2.0,61.0,0.0,61.0,BTPP,3-NO2,s8,0.28
262,2.0,62.0,0.0,62.0,BTMG,PBSF,s11,0.64
263,2.0,63.0,0.0,63.0,DBU,3-CF3,s29,0.55
264,2.0,64.0,0.0,64.0,BTMG,PBSF,s29,0.84
265,2.0,65.0,0.0,65.0,BTMG,PBSF,s36,0.85
266,2.0,66.0,0.0,66.0,BTMG,PBSF,s10,0.79
267,2.0,67.0,0.0,67.0,BTMG,PBSF,s1,0.84
268,2.0,68.0,0.0,68.0,BTMG,PBSF,s25,0.07
269,2.0,69.0,0.0,69.0,BTMG,PBSF,s2,0.61
270,2.0,70.0,0.0,70.0,MTBD,PBSF,s2,0.6
271,2.0,71.0,0.0,71.0,MTBD,PBSF,s31,0.09
272,2.0,72.0,0.0,72.0,BTMG,PBSF,s9,0.89
273,2.0,73.0,0.0,73.0,BTMG,PBSF,s21,0.18
274,2.0,74.0,0.0,74.0,DBU,3-Cl,s25,0.0
275,2.0,75.0,0.0,75.0,BTMG,3-CF3,s26,0.84
276,2.0,76.0,0.0,76.0,BTMG,3-CF3,s21,0.57
277,2.0,77.0,0.0,77.0,BTMG,3-CF3,s32,0.41
278,2.0,78.0,0.0,78.0,BTMG,3-CF3,s36,0.46
279,2.0,79.0,0.0,79.0,DBU,3-CF3,s28,0.02
280,2.0,80.0,0.0,80.0,BTPP,3-CF3,s17,0.99
281,2.0,81.0,0.0,81.0,BTPP,3-CF3,s1,0.96
282,2.0,82.0,0.0,82.0,BTPP,3-CF3,s29,0.49
283,2.0,83.0,0.0,83.0,BTPP,3-CF3,s20,0.65
284,2.0,84.0,0.0,84.0,BTPP,3-CF3,s8,0.31
285,2.0,85.0,0.0,85.0,BTPP,3-CF3,s15,0.06
286,2.0,86.0,0.0,86.0,BTMG,PBSF,s28,0.09
287,2.0,87.0,0.0,87.0,BTPP,PyFluor,s7,0.75
288,2.0,88.0,0.0,88.0,BTPP,PyFluor,s27,0.28
289,2.0,89.0,0.0,89.0,BTMG,3-CF3,s29,0.81
290,2.0,90.0,0.0,90.0,BTMG,3-CF3,s8,0.28
291,2.0,91.0,0.0,91.0,DBU,PBSF,s35,0.31
292,2.0,92.0,0.0,92.0,BTMG,PyFluor,s22,0.36
293,2.0,93.0,0.0,93.0,BTPP,3-CF3,s35,0.93
294,2.0,94.0,0.0,94.0,BTPP,3-CF3,s12,0.0
295,2.0,95.0,0.0,95.0,BTMG,PBSF,s34,0.64
296,2.0,96.0,0.0,96.0,BTMG,PBSF,s17,0.48
297,2.0,97.0,0.0,97.0,BTMG,3-CF3,s2,0.57
298,2.0,98.0,0.0,98.0,MTBD,PyFluor,s30,0.53
299,2.0,99.0,0.0,99.0,MTBD,3-Cl,s3,0.01
300,3.0,0.0,0.0,0.0,DBU,3-Cl,s21,0.28
301,3.0,1.0,0.0,1.0,DBU,PyFluor,s21,0.29
302,3.0,2.0,0.0,2.0,DBU,3-CF3,s36,0.52
303,3.0,3.0,0.0,3.0,DBU,3-NO2,s28,0.05
304,3.0,4.0,0.0,4.0,DBU,PBSF,s20,0.47
305,3.0,5.0,0.0,5.0,MTBD,3-Cl,s7,0.72
306,3.0,6.0,0.0,6.0,MTBD,PyFluor,s16,0.26
307,3.0,7.0,0.0,7.0,MTBD,3-CF3,s26,0.86
308,3.0,8.0,0.0,8.0,MTBD,3-NO2,s11,0.48
309,3.0,9.0,0.0,9.0,MTBD,PBSF,s37,0.84
310,3.0,10.0,0.0,10.0,BTMG,3-Cl,s36,0.26
311,3.0,11.0,0.0,11.0,BTMG,PyFluor,s26,0.79
312,3.0,12.0,0.0,12.0,BTMG,3-CF3,s28,0.01
313,3.0,13.0,0.0,13.0,BTMG,3-NO2,s35,0.88
314,3.0,14.0,0.0,14.0,BTMG,PBSF,s35,0.81
315,3.0,15.0,0.0,15.0,BTPP,3-Cl,s17,0.92
316,3.0,16.0,0.0,16.0,BTPP,PyFluor,s5,0.67
317,3.0,17.0,0.0,17.0,BTPP,3-CF3,s31,0.09
318,3.0,18.0,0.0,18.0,BTPP,3-NO2,s22,0.35
319,3.0,19.0,0.0,19.0,BTPP,PBSF,s3,0.22
320,3.0,20.0,0.0,20.0,BTPP,3-Cl,s13,0.08
321,3.0,21.0,0.0,21.0,BTMG,3-NO2,s19,0.49
322,3.0,22.0,0.0,22.0,MTBD,3-CF3,s14,0.06
323,3.0,23.0,0.0,23.0,MTBD,PBSF,s9,0.79
324,3.0,24.0,0.0,24.0,BTMG,PBSF,s29,0.84
325,3.0,25.0,0.0,25.0,BTMG,PyFluor,s20,0.37
326,3.0,26.0,0.0,26.0,MTBD,3-Cl,s12,0.0
327,3.0,27.0,0.0,27.0,BTMG,PBSF,s21,0.18
328,3.0,28.0,0.0,28.0,BTPP,PyFluor,s28,0.0
329,3.0,29.0,0.0,29.0,MTBD,PBSF,s35,0.58
330,3.0,30.0,0.0,30.0,BTMG,3-NO2,s29,0.43
331,3.0,31.0,0.0,31.0,MTBD,PBSF,s30,0.31
332,3.0,32.0,0.0,32.0,DBU,3-CF3,s22,0.19
333,3.0,33.0,0.0,33.0,MTBD,3-NO2,s31,0.09
334,3.0,34.0,0.0,34.0,DBU,PBSF,s25,0.06
335,3.0,35.0,0.0,35.0,BTMG,PyFluor,s12,0.0
336,3.0,36.0,0.0,36.0,BTMG,PBSF,s6,0.49
337,3.0,37.0,0.0,37.0,BTMG,3-NO2,s14,0.11
338,3.0,38.0,0.0,38.0,MTBD,PBSF,s21,0.18
339,3.0,39.0,0.0,39.0,BTPP,3-Cl,s6,0.32
340,3.0,40.0,0.0,40.0,BTPP,3-NO2,s10,0.56
341,3.0,41.0,0.0,41.0,BTMG,PBSF,s8,0.3
342,3.0,42.0,0.0,42.0,MTBD,3-CF3,s29,0.64
343,3.0,43.0,0.0,43.0,MTBD,3-CF3,s6,0.3
344,3.0,44.0,0.0,44.0,BTPP,3-NO2,s9,0.22
345,3.0,45.0,0.0,45.0,DBU,PyFluor,s20,0.3
346,3.0,46.0,0.0,46.0,DBU,3-Cl,s19,0.33
347,3.0,47.0,0.0,47.0,MTBD,PBSF,s16,0.44
348,3.0,48.0,0.0,48.0,MTBD,PyFluor,s1,0.78
349,3.0,49.0,0.0,49.0,MTBD,PyFluor,s21,0.34
350,3.0,50.0,0.0,50.0,BTMG,3-Cl,s23,0.33
351,3.0,51.0,0.0,51.0,MTBD,PyFluor,s25,0.01
352,3.0,52.0,0.0,52.0,BTMG,PBSF,s19,0.39
353,3.0,53.0,0.0,53.0,BTPP,3-Cl,s26,0.71
354,3.0,54.0,0.0,54.0,BTPP,3-Cl,s4,0.94
355,3.0,55.0,0.0,55.0,BTPP,3-Cl,s25,0.0
356,3.0,56.0,0.0,56.0,BTMG,3-NO2,s12,0.0
357,3.0,57.0,0.0,57.0,MTBD,PBSF,s34,0.62
358,3.0,58.0,0.0,58.0,MTBD,PBSF,s18,0.44
359,3.0,59.0,0.0,59.0,BTPP,PBSF,s4,0.94
360,3.0,60.0,0.0,60.0,BTPP,PBSF,s33,0.8
361,3.0,61.0,0.0,61.0,BTPP,PBSF,s15,0.13
362,3.0,62.0,0.0,62.0,BTPP,PBSF,s7,0.46
363,3.0,63.0,0.0,63.0,BTPP,PBSF,s34,0.64
364,3.0,64.0,0.0,64.0,BTPP,PBSF,s14,0.45
365,3.0,65.0,0.0,65.0,MTBD,3-CF3,s16,0.39
366,3.0,66.0,0.0,66.0,MTBD,3-Cl,s32,0.23
367,3.0,67.0,0.0,67.0,BTPP,PBSF,s23,0.32
368,3.0,68.0,0.0,68.0,DBU,3-CF3,s14,0.05
369,3.0,69.0,0.0,69.0,BTMG,PBSF,s37,0.84
370,3.0,70.0,0.0,70.0,BTMG,PBSF,s14,0.5
371,3.0,71.0,0.0,71.0,BTMG,PBSF,s32,0.38
372,3.0,72.0,0.0,72.0,MTBD,PBSF,s24,0.15
373,3.0,73.0,0.0,73.0,BTPP,3-Cl,s27,0.23
374,3.0,74.0,0.0,74.0,BTMG,PBSF,s25,0.07
375,3.0,75.0,0.0,75.0,BTPP,PyFluor,s6,0.38
376,3.0,76.0,0.0,76.0,BTMG,PyFluor,s2,0.49
377,3.0,77.0,0.0,77.0,MTBD,3-CF3,s20,0.58
378,3.0,78.0,0.0,78.0,MTBD,3-CF3,s3,0.04
379,3.0,79.0,0.0,79.0,BTPP,PBSF,s31,0.28
380,3.0,80.0,0.0,80.0,BTPP,3-NO2,s35,0.95
381,3.0,81.0,0.0,81.0,BTPP,3-NO2,s29,0.44
382,3.0,82.0,0.0,82.0,BTPP,3-NO2,s20,0.6
383,3.0,83.0,0.0,83.0,BTPP,3-NO2,s36,0.59
384,3.0,84.0,0.0,84.0,BTPP,3-NO2,s13,0.3
385,3.0,85.0,0.0,85.0,BTPP,3-NO2,s24,0.3
386,3.0,86.0,0.0,86.0,BTMG,PyFluor,s34,0.33
387,3.0,87.0,0.0,87.0,DBU,3-Cl,s10,0.23
388,3.0,88.0,0.0,88.0,MTBD,PBSF,s19,0.39
389,3.0,89.0,0.0,89.0,DBU,PyFluor,s6,0.13
390,3.0,90.0,0.0,90.0,BTMG,3-Cl,s9,0.01
